,text,Mapping,word_count,unique_wordcount,mean_word_length,tweet_length,url_count,hashtags,mention_count,stopwords,punctuation_count,text_Adjectives,Processed_Text
148,"We're in the bathroom and you perch on the sink,\nI begin to infatuate, exasperate, resuscitate.",0,15,14,5.47,96,0,0,0,8,5,,were in the bathroom and you perch on the sinkni begin to infatuate exasperate resuscitate
149,Scared to leave the routine but excited to break out the mould 😖 #scared #confused #happy #undecided #excited,1,18,16,5.11,109,0,1,0,6,5,confused happy undecided,scared to leave the routine but excited to break out the mould 😖 scared confused happy undecided excited
150,"Whatever you want to do, if you want to be #great at it, you have to #love it and be able to make sacrifices for it. #Quotes for you",2,29,20,3.59,132,0,1,0,17,6,great able,whatever you want to do if you want to be great at it you have to love it and be able to make sacrifices for it quotes for you
151,That became obvious with the Morata saga. The fucking bitter old cunt turned down 70m for that sideman.,0,18,18,4.78,103,0,0,0,7,2,obvious bitter old,that became obvious with the morata saga the fucking bitter old cunt turned down m for that sideman
152,Signs of Incipient Faggotry are the arsehole quivering and puckering.,0,10,10,6.0,69,0,0,0,4,1,arsehole,signs of incipient faggotry are the arsehole quivering and puckering
153,i'm nervous,3,2,2,5.0,11,0,0,0,1,1,i nervous,im nervous
154,"'If you try to get rid of #fear and #anger without knowing their meaning, they will grow stronger and return.' \n― Deepak Chopra",0,23,22,4.61,128,0,1,0,8,6,rid \n―,if you try to get rid of fear and anger without knowing their meaning they will grow stronger and return n― deepak chopra
155,@user im sorry i voted jeans &lt;/3 u look banging who tf needs food anyway when ur a student existential dread feeds us,1,23,23,4.26,120,0,0,1,4,4,im u existential, im sorry i voted jeans lt u look banging who tf needs food anyway when ur a student existential dread feeds us
156,Hey @user would it be safe to assume that this is the most disappointing #madden in years in your opinion?,3,20,19,4.35,106,0,1,1,12,3,safe disappointing,hey  would it be safe to assume that this is the most disappointing madden in years in your opinion
157,@user @user Yes it is. I especially love the ramble chat love when they go off topic for like ten minutes. #awesomeness,1,22,20,4.45,119,0,1,1,8,5,ramble,  yes it is i especially love the ramble chat love when they go off topic for like ten minutes awesomeness
158,this weather = my mood ☔ #miserable,3,7,7,4.14,35,0,1,0,2,2,☔ miserable,this weather  my mood ☔ miserable
159,@user Why do you send me a sales email suggesting that I am procrastinating 'asking out Derek from accounts'?  I am male.,0,22,20,4.5,121,0,0,1,12,5,male, why do you send me a sales email suggesting that i am procrastinating asking out derek from accounts  i am male
160,@user let that sink in,3,5,5,3.6,22,0,0,1,2,1,user, let that sink in
161,She doesn't know how to smile! So be it! #pissed 😏😒😠😡😤👀👄👊👎🙍💔,0,11,11,4.55,60,0,1,0,6,4,,she doesnt know how to smile so be it pissed 😏😒😠😡😤👀👄👊👎🙍💔
162,"Humble yourself in the sight of the LORD. If we have died in Christ, then how can we be offended? A dead person cannot feel anything, right?",2,27,24,4.22,140,0,0,0,16,5,Humble dead,humble yourself in the sight of the lord if we have died in christ then how can we be offended a dead person cannot feel anything right
163,Chiropractor time  #crackle #pop #chiropractor,1,5,5,8.2,46,0,1,0,0,3,crackle,chiropractor time  crackle pop chiropractor
164,u can get an oreo shake at burger king,1,9,9,3.33,38,0,0,0,4,0,oreo,u can get an oreo shake at burger king
165,It takes a smoke detector 4 months to stop beeping if you were wondering how #lazy I am. #lol #funny #Comedy #laughs #CrackMeUp #hilarious,1,24,24,4.79,138,0,1,0,8,8,lazy lol funny hilarious,it takes a smoke detector  months to stop beeping if you were wondering how lazy i am lol funny comedy laughs crackmeup hilarious
166,"@user Sir, what about 2G, 3G, 4G, Coalgate, scams Parliament Attack, Mumbai terror attacks despite intelligence input.",0,17,17,6.0,118,0,0,1,2,8,scams, sir what about g g g coalgate scams parliament attack mumbai terror attacks despite intelligence input
167,watching that video and realizing that I've gotten uglier #depressed,3,10,9,5.9,68,0,1,0,4,2,uglier,watching that video and realizing that ive gotten uglier depressed
168,fuckfuckfuck my hands are shaking,0,5,5,5.8,33,0,0,0,2,0,,fuckfuckfuck my hands are shaking
169,dark lucha truly is the best,1,6,6,3.83,28,0,0,0,2,0,dark,dark lucha truly is the best
170,@user @user yeah you have not been the perfect patient like I was #dread,0,14,13,4.21,72,0,1,1,8,3,perfect,  yeah you have not been the perfect patient like i was dread
171,I'm so sick of that 'I'm done w. My ex na we're never getting back together' crap so You can get back together in like a month 😂,0,28,26,3.61,128,0,0,0,13,6,sick,im so sick of that im done w my ex na were never getting back together crap so you can get back together in like a month 😂
172,Come on blues #StateOfOrigin #Origin  #NSWBlues #nsw,2,7,7,6.43,52,0,1,0,1,4,,come on blues stateoforigin origin  nswblues nsw
173,@user Happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯#KeepGrinding #blessed,1,7,7,9.0,69,0,1,1,0,3,Happy many, happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯keepgrinding blessed
174,"@user don't #worry, froggy\nit will SOON be TIME for #FROGFEARFRIDAY!",2,10,10,6.0,69,0,1,1,3,6,, dont worry froggynit will soon be time for frogfearfriday
175,I'm legit in the worst mood ever. #annoyed #irritated,0,9,9,5.0,53,0,1,0,3,4,legit annoyed irritated,im legit in the worst mood ever annoyed irritated
176,"I think that Nuclear weapon and Cyber weapon are big threats, but I think that the bigger threat is Scalar weapon ...\n#scalar #threat",0,23,18,4.87,134,0,1,0,9,6,big Scalar scalar,i think that nuclear weapon and cyber weapon are big threats but i think that the bigger threat is scalar weapon nscalar threat
177,"Watching #ScottishOpenHeroChallenge from last night... Smoke, flames, tense sound effects and lively commentary.. #boring #dull #shite 🙈",0,17,17,7.06,136,0,1,0,2,11,last tense commentary.. boring dull shite,watching scottishopenherochallenge from last night smoke flames tense sound effects and lively commentary boring dull shite 🙈
178,@user @user @user watching the #totalsolareclipse on ur channels right now #amazing what's happening in the #usa,1,17,14,5.65,112,0,1,1,5,7,ur usa,   watching the totalsolareclipse on ur channels right now amazing whats happening in the usa
179,"faint glimpse of the circling stars. Presently, as I went on, still gaining velocity, the palpitation of night and day merged into one",1,23,21,4.87,134,0,0,0,8,4,,faint glimpse of the circling stars presently as i went on still gaining velocity the palpitation of night and day merged into one
180,"@user You made me laugh today when you told a caller to turn up the volume, that you weren't doing the #MarvinGaye thing #levity",1,24,22,4.38,128,0,1,1,13,5,, you made me laugh today when you told a caller to turn up the volume that you werent doing the marvingaye thing levity
181,'look at your face in a mirror... You are so fat and dark... You can't have lunch with us' #kids #meangirls #rude #insult,0,23,22,4.3,121,0,1,0,12,13,fat,look at your face in a mirror you are so fat and dark you cant have lunch with us kids meangirls rude insult
182,I'm so angry,0,3,3,3.33,12,0,0,0,2,1,angry,im so angry
183,"my name is sara, im 20 years old and i cant believe boiling an onion is making me cry",3,19,18,3.53,85,0,0,0,7,1,sara im old i,my name is sara im  years old and i cant believe boiling an onion is making me cry
184,Looking for good news today...not finding any on Twitter. Bummer. 😢 #depressing #badnews,3,13,13,5.85,88,0,1,0,3,7,good 😢,looking for good news todaynot finding any on twitter bummer 😢 depressing badnews
185,@user Jerrrrrr a woman is been stabbed in the face and now guys r arguing about her ass being real or not hehehee,0,23,23,3.96,113,0,0,1,12,1,real, jerrrrrr a woman is been stabbed in the face and now guys r arguing about her ass being real or not hehehee
186,"AJ ends up being a terrible character, but no one in his family ever actually speaks to him. He witnesses so much and just gets sent away.",3,27,27,4.15,138,0,0,0,13,3,terrible much sent,aj ends up being a terrible character but no one in his family ever actually speaks to him he witnesses so much and just gets sent away
187,"@user Like you said, its all propaganda against #Israel. Palestinian adults and their Govt are full of #hatred. So sad to see",3,22,22,4.73,125,0,1,1,11,6,Palestinian full sad, like you said its all propaganda against israel palestinian adults and their govt are full of hatred so sad to see
188,I hung up on my manager last night 😭,3,9,9,3.11,36,0,0,0,4,0,last,i hung up on my manager last night 😭
189,@user Bro no you don't you'll be so dissapointed in me 😂 il let you read it next time you're down here tho 💁,3,24,23,3.54,108,0,0,1,13,4,il next tho, bro no you dont youll be so dissapointed in me 😂 il let you read it next time youre down here tho 💁
190,@user keep your head clear an focused. Do not let T intimidate you or use your children to silence you! Hate when a man does that!,0,26,25,4.04,130,0,0,1,11,4,user focused, keep your head clear an focused do not let t intimidate you or use your children to silence you hate when a man does that
191,If your only response to this current political crap show is 'but Hillary!!' Or 'but Obama!!' you need to start looking for a new argument.,0,25,23,4.6,139,0,0,0,11,9,only current political 'but new,if your only response to this current political crap show is but hillary or but obama you need to start looking for a new argument
192,"@user Although I have a nice vulva, I choose not to intimidate other women with it.",2,16,15,4.25,83,0,0,1,8,3,user nice other, although i have a nice vulva i choose not to intimidate other women with it
193,every time i think abt hobi crying i start crying,3,10,8,4.0,49,0,0,0,2,0,i abt i,every time i think abt hobi crying i start crying
194,Don't justify Terrorism as communal hatred. #AmarnathTerrorAttack is sheer Act of cowardice. Let's unite together against terrorism. Luv all,2,19,19,6.42,140,0,1,0,7,6,communal unite,dont justify terrorism as communal hatred amarnathterrorattack is sheer act of cowardice lets unite together against terrorism luv all
195,God bless him in Hong Kong! #ex,1,7,7,3.57,31,0,1,0,2,2,,god bless him in hong kong ex
196,@user The best of make up horror story...,1,8,8,4.25,41,0,0,1,3,4,, the best of make up horror story
197,@user @user Naming India Lynchistan is not provocation terror is a provication even when terror has no religion.,0,18,15,5.28,112,0,0,1,7,3,provocation,  naming india lynchistan is not provocation terror is a provication even when terror has no religion
198,"@user Why don't you try nominating qualified people; B.DeVos, T.Pruitt, R.Perry,etc...really? They are terrible!",0,14,14,7.07,112,0,0,1,5,14,qualified terrible, why dont you try nominating qualified people bdevos tpruitt rperryetcreally they are terrible
199,#GameOfThones how can you top that next week #heartbreaking,3,9,9,5.67,59,0,1,0,4,2,next,gameofthones how can you top that next week heartbreaking
200,"John 14:27\nLet not your heart be troubled, neither let it be afraid. #peace #afraid",1,14,13,5.07,84,0,1,0,5,5,afraid,john nlet not your heart be troubled neither let it be afraid peace afraid
201,@user At least smile a little holy crap Twiggy.,0,9,9,4.33,47,0,0,1,2,2,little holy, at least smile a little holy crap twiggy
202,"we will send video to proper agency ,state workers harass the public to fuel the ego of Scott Arniel  and trial court what the bleep #bully",0,26,23,4.35,139,0,1,0,9,2,bleep,we will send video to proper agency state workers harass the public to fuel the ego of scott arniel  and trial court what the bleep bully
203,@user Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,0,19,18,4.68,107,0,0,1,9,3,public-, your majority is  members of the public believe me you have offended rather more than  voters
204,@user @user no it was a selfie of him from seven months  ago look at the top left of the snap people,1,22,19,3.55,100,0,0,1,11,2,top snap,  no it was a selfie of him from seven months  ago look at the top left of the snap people
205,Do you ever just get so excited that you're trying to sleep &amp; just can't even close you eyes😁like I really need this catnap but #excitement,1,26,24,4.54,143,0,1,0,15,5,excited,do you ever just get so excited that youre trying to sleep amp just cant even close you eyes😁like i really need this catnap but excitement
